,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,2,0.9243180579894985,75,5,80,1,2,smooth
1,1,3,0.7325116047659238,59,5,80,1,2,smooth
2,2,1,0.8628498230877252,69,5,80,1,2,smooth
3,3,4,0.4474638414615687,34,5,80,1,2,smooth
4,4,5,0.3142328048001862,25,5,80,1,2,smooth
5,5,6,0.3700040274140534,31,5,80,1,2,smooth
6,6,1,0.8628498230877252,68,5,80,1,2,smooth
7,7,2,0.9243180579894985,73,5,80,1,2,smooth
8,8,3,0.7325116047659238,58,5,80,1,2,smooth
9,9,2,0.9243180579894985,73,5,80,1,2,smooth
10,10,1,0.8628498230877252,69,5,80,1,2,smooth
