,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.2750810181162411,17,10,63,0,48,smooth
1,1,22,0.007090449210024568,0,10,63,0,48,smooth
2,2,20,0.661035616954231,44,10,63,0,48,smooth
3,3,19,0.9260326282948229,59,10,63,0,48,smooth
4,4,18,1.0,61,10,63,0,48,smooth
5,5,17,0.9170398153373465,57,10,63,0,48,smooth
6,6,16,0.6700324769318372,41,10,63,0,48,smooth
7,7,15,0.42181490498529856,27,10,63,0,48,smooth
8,8,14,0.40923784017282,25,10,63,0,48,smooth
9,9,13,0.5693371098763556,37,10,63,0,48,smooth
10,10,12,0.6777274062581414,42,10,63,0,48,smooth
