,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,1,0.0,0,6,62,0,52,rough
1,1,2,0.19107719698922085,12,6,62,0,52,rough
2,2,3,0.7125645622989514,45,6,62,0,52,rough
3,3,4,0.43353600909461565,26,6,62,0,52,rough
4,4,5,0.16944809262696914,12,6,62,0,52,rough
5,5,6,0.3137027734653435,21,6,62,0,52,rough
6,6,7,0.3744445524084639,21,6,62,0,52,rough
7,7,8,0.08091171590781421,5,6,62,0,52,rough
8,8,3,0.7125645622989514,43,6,62,0,52,rough
9,9,4,0.43353600909461565,27,6,62,0,52,rough
10,10,3,0.7125645622989514,44,6,62,0,52,rough
