,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.6800673339791677,48,37,70,0.2,55,rough
1,1,21,0.14193951151119957,12,37,70,0.2,55,rough
2,2,23,0.7316097803430913,51,37,70,0.2,55,rough
3,3,24,0.9112850974406668,62,37,70,0.2,55,rough
4,4,25,0.9040468366975831,62,37,70,0.2,55,rough
5,5,26,0.9998818439062999,69,37,70,0.2,55,rough
6,6,27,1.0,69,37,70,0.2,55,rough
7,7,28,0.5382380896729512,37,37,70,0.2,55,rough
8,8,25,0.9040468366975831,62,37,70,0.2,55,rough
9,9,26,0.9998818439062999,68,37,70,0.2,55,rough
10,10,27,1.0,68,37,70,0.2,55,rough
