,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,8,0.38465856827555217,25,30,64,0.2,17,smooth
1,1,7,0.31419787645333774,20,30,64,0.2,17,smooth
2,2,9,0.528206806839597,35,30,64,0.2,17,smooth
3,3,10,0.6520197863490393,41,30,64,0.2,17,smooth
4,4,11,0.6159634521295274,39,30,64,0.2,17,smooth
5,5,12,0.4234080418451264,28,30,64,0.2,17,smooth
6,6,9,0.528206806839597,33,30,64,0.2,17,smooth
7,7,10,0.6520197863490393,40,30,64,0.2,17,smooth
8,8,11,0.6159634521295274,40,30,64,0.2,17,smooth
9,9,12,0.4234080418451264,27,30,64,0.2,17,smooth
10,10,9,0.528206806839597,33,30,64,0.2,17,smooth
