,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,7,0.597087753798208,37,27,63,1,7,smooth
1,1,8,0.37827752729866676,26,27,63,1,7,smooth
2,2,9,0.32440145362510286,18,27,63,1,7,smooth
3,3,6,0.7763280434400782,49,27,63,1,7,smooth
4,4,5,0.7460892199563453,46,27,63,1,7,smooth
5,5,6,0.7763280434400782,51,27,63,1,7,smooth
6,6,5,0.7460892199563453,47,27,63,1,7,smooth
7,7,4,0.4896495768012984,31,27,63,1,7,smooth
8,8,3,0.15994255101557264,11,27,63,1,7,smooth
9,9,2,0.0,0,27,63,1,7,smooth
10,10,7,0.597087753798208,40,27,63,1,7,smooth
