,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,14,0.17838060453126628,10,4,65,0.8,40,smooth
1,1,13,0.33594874634695265,22,4,65,0.8,40,smooth
2,2,12,0.5840401571584607,36,4,65,0.8,40,smooth
3,3,15,0.06362688617576717,3,4,65,0.8,40,smooth
4,4,16,0.0,2,4,65,0.8,40,smooth
5,5,11,0.8451575500084889,56,4,65,0.8,40,smooth
6,6,10,0.9627087057053813,62,4,65,0.8,40,smooth
7,7,9,0.9306357241636537,61,4,65,0.8,40,smooth
8,8,8,0.8443710352090429,55,4,65,0.8,40,smooth
9,9,7,0.7366278377623542,48,4,65,0.8,40,smooth
10,10,6,0.6764262773091281,44,4,65,0.8,40,smooth
