,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.04856146591320502,4,35,77,1,79,smooth
1,1,29,0.0,2,35,77,1,79,smooth
2,2,28,0.21995781710316642,17,35,77,1,79,smooth
3,3,27,0.4537478736980271,36,35,77,1,79,smooth
4,4,26,0.5968639856253268,45,35,77,1,79,smooth
5,5,25,0.6664760642684788,52,35,77,1,79,smooth
6,6,24,0.6844862778721135,52,35,77,1,79,smooth
7,7,23,0.7514320756981244,57,35,77,1,79,smooth
8,8,22,0.905066361769084,70,35,77,1,79,smooth
9,9,21,1.0,77,35,77,1,79,smooth
10,10,20,0.9572269343427956,73,35,77,1,79,smooth
