,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,20,0.7995467053596134,54,27,66,0,44,rough
1,1,19,0.837687101803423,57,27,66,0,44,rough
2,2,21,0.2952536112595885,18,27,66,0,44,rough
3,3,18,1.0,64,27,66,0,44,rough
4,4,17,0.7555603954098976,51,27,66,0,44,rough
5,5,16,0.6221130365145546,41,27,66,0,44,rough
6,6,19,0.837687101803423,56,27,66,0,44,rough
7,7,20,0.7995467053596134,52,27,66,0,44,rough
8,8,18,1.0,66,27,66,0,44,rough
9,9,19,0.837687101803423,54,27,66,0,44,rough
10,10,18,1.0,66,27,66,0,44,rough
