,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.1250872307634491,10,36,71,0.4,31,rough
1,1,24,0.25636345706683383,19,36,71,0.4,31,rough
2,2,23,0.6884233521894627,48,36,71,0.4,31,rough
3,3,22,0.6302775513280877,46,36,71,0.4,31,rough
4,4,21,0.49540979588953427,37,36,71,0.4,31,rough
5,5,23,0.6884233521894627,49,36,71,0.4,31,rough
6,6,24,0.25636345706683383,19,36,71,0.4,31,rough
7,7,23,0.6884233521894627,49,36,71,0.4,31,rough
8,8,22,0.6302775513280877,46,36,71,0.4,31,rough
9,9,21,0.49540979588953427,35,36,71,0.4,31,rough
10,10,23,0.6884233521894627,49,36,71,0.4,31,rough
