,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,30,0.22050460106643954,15,22,74,0,14,smooth
1,1,29,0.33254672210766095,25,22,74,0,14,smooth
2,2,28,0.390109447685958,28,22,74,0,14,smooth
3,3,27,0.30795950274569855,23,22,74,0,14,smooth
4,4,26,0.16195114796599755,13,22,74,0,14,smooth
5,5,25,0.04429594070554394,5,22,74,0,14,smooth
6,6,24,0.011610660989053863,1,22,74,0,14,smooth
7,7,23,0.12086739836264261,9,22,74,0,14,smooth
8,8,22,0.3147905585366214,23,22,74,0,14,smooth
9,9,21,0.43922289654260604,33,22,74,0,14,smooth
10,10,20,0.4494023669394438,34,22,74,0,14,smooth
