,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,29,0.5335744642555847,40,19,74,0,63,rough
1,1,28,0.31543951166824213,22,19,74,0,63,rough
2,2,30,0.5226178625142612,39,19,74,0,63,rough
3,3,27,0.5159010349805373,38,19,74,0,63,rough
4,4,26,0.45529160462281126,33,19,74,0,63,rough
5,5,25,0.31327984755954896,23,19,74,0,63,rough
6,6,24,0.0,0,19,74,0,63,rough
7,7,23,0.025910586900282733,2,19,74,0,63,rough
8,8,22,0.24339278739270817,18,19,74,0,63,rough
9,9,21,0.4435659994638364,33,19,74,0,63,rough
10,10,20,0.5313973395210437,39,19,74,0,63,rough
