,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,15,0.6303598567721448,47,9,74,0.4,68,rough
1,1,14,0.45344488105146047,33,9,74,0.4,68,rough
2,2,16,0.5636587149140109,41,9,74,0.4,68,rough
3,3,17,0.4037794353405534,31,9,74,0.4,68,rough
4,4,18,0.2679680392165098,20,9,74,0.4,68,rough
5,5,13,0.0,1,9,74,0.4,68,rough
6,6,19,0.2748724008730242,20,9,74,0.4,68,rough
7,7,20,0.6684617586028764,49,9,74,0.4,68,rough
8,8,19,0.2748724008730242,21,9,74,0.4,68,rough
9,9,21,1.0,75,9,74,0.4,68,rough
10,10,22,0.8347780606466039,62,9,74,0.4,68,rough
