,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,2,0.20692076588724864,14,7,76,0,1,rough
1,1,3,0.4329513106379832,34,7,76,0,1,rough
2,2,4,0.1117052009401304,11,7,76,0,1,rough
3,3,5,0.09679676539111082,7,7,76,0,1,rough
4,4,6,0.5936921143923903,45,7,76,0,1,rough
5,5,7,0.5788237720667211,43,7,76,0,1,rough
6,6,8,0.42756455479156835,33,7,76,0,1,rough
7,7,9,0.3572286350250081,28,7,76,0,1,rough
8,8,10,0.08344542307393793,7,7,76,0,1,rough
9,9,7,0.5788237720667211,45,7,76,0,1,rough
10,10,6,0.5936921143923903,45,7,76,0,1,rough
