,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,18,0.2323188442879064,17,28,74,0,23,rough
1,1,19,0.636846270253349,47,28,74,0,23,rough
2,2,20,0.9652127306083894,71,28,74,0,23,rough
3,3,21,1.0,73,28,74,0,23,rough
4,4,22,0.7302456119046754,53,28,74,0,23,rough
5,5,23,0.4264702750244219,31,28,74,0,23,rough
6,6,19,0.636846270253349,47,28,74,0,23,rough
7,7,20,0.9652127306083894,69,28,74,0,23,rough
8,8,21,1.0,73,28,74,0,23,rough
9,9,22,0.7302456119046754,54,28,74,0,23,rough
10,10,20,0.9652127306083894,73,28,74,0,23,rough
