,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,26,0.7872973791698153,55,9,71,0,68,rough
1,1,25,0.6189322608612229,44,9,71,0,68,rough
2,2,27,0.6814667533710913,48,9,71,0,68,rough
3,3,28,0.7329330255387382,51,9,71,0,68,rough
4,4,29,0.9695526293055388,67,9,71,0,68,rough
5,5,30,0.9644606377346931,68,9,71,0,68,rough
6,6,29,0.9695526293055388,68,9,71,0,68,rough
7,7,28,0.7329330255387382,52,9,71,0,68,rough
8,8,27,0.6814667533710913,48,9,71,0,68,rough
9,9,26,0.7872973791698153,56,9,71,0,68,rough
10,10,25,0.6189322608612229,44,9,71,0,68,rough
