,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.38037599177272763,27,19,68,0.4,58,rough
1,1,5,0.48831164759226814,33,19,68,0.4,58,rough
2,2,6,0.3926874657528152,27,19,68,0.4,58,rough
3,3,7,0.27224301798862266,19,19,68,0.4,58,rough
4,4,8,0.5035127606287736,34,19,68,0.4,58,rough
5,5,9,0.5185585717629998,35,19,68,0.4,58,rough
6,6,10,0.5488188641039033,38,19,68,0.4,58,rough
7,7,11,0.7459675833050228,49,19,68,0.4,58,rough
8,8,12,0.8842934598303646,61,19,68,0.4,58,rough
9,9,13,1.0,67,19,68,0.4,58,rough
10,10,14,0.9636546096148284,68,19,68,0.4,58,rough
