,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.23799774130774182,16,34,63,0,60,smooth
1,1,18,0.38986387775628206,23,34,63,0,60,smooth
2,2,20,0.0,2,34,63,0,60,smooth
3,3,17,0.3865724709952218,24,34,63,0,60,smooth
4,4,16,0.5004607487492915,31,34,63,0,60,smooth
5,5,15,0.7884426473342905,51,34,63,0,60,smooth
6,6,14,1.0,62,34,63,0,60,smooth
7,7,13,0.9416350039466721,59,34,63,0,60,smooth
8,8,12,0.6965523342161091,44,34,63,0,60,smooth
9,9,11,0.5255551189865085,33,34,63,0,60,smooth
10,10,10,0.5206256019928701,34,34,63,0,60,smooth
