,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,19,0.38550762404536876,25,22,67,0.4,22,smooth
1,1,18,0.2548453242809526,17,22,67,0.4,22,smooth
2,2,20,0.4494023669394438,29,22,67,0.4,22,smooth
3,3,21,0.43922289654260604,31,22,67,0.4,22,smooth
4,4,22,0.3147905585366214,21,22,67,0.4,22,smooth
5,5,23,0.12086739836264261,7,22,67,0.4,22,smooth
6,6,17,0.13985549088869995,9,22,67,0.4,22,smooth
7,7,19,0.38550762404536876,26,22,67,0.4,22,smooth
8,8,20,0.4494023669394438,29,22,67,0.4,22,smooth
9,9,21,0.43922289654260604,29,22,67,0.4,22,smooth
10,10,22,0.3147905585366214,21,22,67,0.4,22,smooth
