,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,29,0.41348164465673193,27,2,61,0.2,13,rough
1,1,28,0.5047157841007583,33,2,61,0.2,13,rough
2,2,27,0.4624724616134172,30,2,61,0.2,13,rough
3,3,30,0.5426981603114386,34,2,61,0.2,13,rough
4,4,26,0.6353954843639091,38,2,61,0.2,13,rough
5,5,25,0.6314817855314118,39,2,61,0.2,13,rough
6,6,24,0.36567800981874155,23,2,61,0.2,13,rough
7,7,23,0.4590370274137712,29,2,61,0.2,13,rough
8,8,22,0.4185236678889711,25,2,61,0.2,13,rough
9,9,21,0.4654917293031245,28,2,61,0.2,13,rough
10,10,30,0.5426981603114386,34,2,61,0.2,13,rough
