,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,11,0.08884898935690141,6,37,62,0.4,18,rough
1,1,12,0.07754816768002311,5,37,62,0.4,18,rough
2,2,13,0.20711077188287735,12,37,62,0.4,18,rough
3,3,14,0.3003144571716234,19,37,62,0.4,18,rough
4,4,15,0.6458642840459379,40,37,62,0.4,18,rough
5,5,16,0.7508467348717629,48,37,62,0.4,18,rough
6,6,17,0.7417863615468759,45,37,62,0.4,18,rough
7,7,18,0.690691896841164,43,37,62,0.4,18,rough
8,8,15,0.6458642840459379,40,37,62,0.4,18,rough
9,9,16,0.7508467348717629,45,37,62,0.4,18,rough
10,10,17,0.7417863615468759,48,37,62,0.4,18,rough
