,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,4,0.4896495768012984,37,27,77,0.2,53,smooth
1,1,5,0.7460892199563453,57,27,77,0.2,53,smooth
2,2,6,0.7763280434400782,59,27,77,0.2,53,smooth
3,3,7,0.597087753798208,46,27,77,0.2,53,smooth
4,4,5,0.7460892199563453,57,27,77,0.2,53,smooth
5,5,6,0.7763280434400782,60,27,77,0.2,53,smooth
6,6,5,0.7460892199563453,57,27,77,0.2,53,smooth
7,7,6,0.7763280434400782,61,27,77,0.2,53,smooth
8,8,5,0.7460892199563453,60,27,77,0.2,53,smooth
9,9,6,0.7763280434400782,58,27,77,0.2,53,smooth
10,10,5,0.7460892199563453,57,27,77,0.2,53,smooth
