,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,10,0.22171932105042677,15,23,65,0,36,rough
1,1,11,0.43890242024963594,30,23,65,0,36,rough
2,2,12,0.5796059047562273,40,23,65,0,36,rough
3,3,13,0.7897747313007792,51,23,65,0,36,rough
4,4,14,0.6859250998356424,44,23,65,0,36,rough
5,5,15,0.6787040437867742,44,23,65,0,36,rough
6,6,16,0.8168598723679836,54,23,65,0,36,rough
7,7,17,0.892074689064824,57,23,65,0,36,rough
8,8,18,0.6663950864696381,42,23,65,0,36,rough
9,9,19,0.5039791783503855,34,23,65,0,36,rough
10,10,17,0.892074689064824,60,23,65,0,36,rough
