,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.13546589089653335,10,39,79,0,50,smooth
1,1,24,0.06019080596151077,5,39,79,0,50,smooth
2,2,26,0.21498227732086322,16,39,79,0,50,smooth
3,3,27,0.2955838946767434,22,39,79,0,50,smooth
4,4,28,0.3738381391688357,31,39,79,0,50,smooth
5,5,29,0.4522405649253816,35,39,79,0,50,smooth
6,6,30,0.5141727925523562,38,39,79,0,50,smooth
7,7,29,0.4522405649253816,36,39,79,0,50,smooth
8,8,28,0.3738381391688357,29,39,79,0,50,smooth
9,9,27,0.2955838946767434,25,39,79,0,50,smooth
10,10,26,0.21498227732086322,17,39,79,0,50,smooth
