,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,22,0.27995821157943135,21,13,73,0,65,rough
1,1,23,0.6873480977629163,51,13,73,0,65,rough
2,2,24,0.8578289439670664,62,13,73,0,65,rough
3,3,25,0.835059450382272,62,13,73,0,65,rough
4,4,26,0.5981090253993594,43,13,73,0,65,rough
5,5,25,0.835059450382272,62,13,73,0,65,rough
6,6,24,0.8578289439670664,63,13,73,0,65,rough
7,7,23,0.6873480977629163,49,13,73,0,65,rough
8,8,25,0.835059450382272,61,13,73,0,65,rough
9,9,24,0.8578289439670664,64,13,73,0,65,rough
10,10,25,0.835059450382272,61,13,73,0,65,rough
