,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,25,0.814003284113426,63,26,79,0.4,29,rough
1,1,24,0.5993402010427997,48,26,79,0.4,29,rough
2,2,26,1.0,80,26,79,0.4,29,rough
3,3,27,0.7789387356153767,62,26,79,0.4,29,rough
4,4,28,0.5315619748611723,41,26,79,0.4,29,rough
5,5,23,0.7147031365549676,59,26,79,0.4,29,rough
6,6,29,0.48015317138283325,37,26,79,0.4,29,rough
7,7,22,0.698234010499189,55,26,79,0.4,29,rough
8,8,21,0.4631139748397245,38,26,79,0.4,29,rough
9,9,30,0.3632565978712885,29,26,79,0.4,29,rough
10,10,26,1.0,78,26,79,0.4,29,rough
