,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,2,0.7943865271211237,58,8,73,0,70,rough
1,1,3,0.9715097066051628,70,8,73,0,70,rough
2,2,4,0.8604519538022272,63,8,73,0,70,rough
3,3,5,0.5340721961438706,40,8,73,0,70,rough
4,4,3,0.9715097066051628,71,8,73,0,70,rough
5,5,2,0.7943865271211237,58,8,73,0,70,rough
6,6,3,0.9715097066051628,72,8,73,0,70,rough
7,7,4,0.8604519538022272,64,8,73,0,70,rough
8,8,3,0.9715097066051628,70,8,73,0,70,rough
9,9,2,0.7943865271211237,57,8,73,0,70,rough
10,10,3,0.9715097066051628,70,8,73,0,70,rough
