,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,13,0.1889500426345363,16,9,69,0,28,smooth
1,1,14,0.11878161118141368,9,9,69,0,28,smooth
2,2,15,0.134367208001501,10,9,69,0,28,smooth
3,3,12,0.22643051368666064,16,9,69,0,28,smooth
4,4,11,0.1639511032184982,11,9,69,0,28,smooth
5,5,16,0.3686722568245623,25,9,69,0,28,smooth
6,6,17,0.7176450067071728,49,9,69,0,28,smooth
7,7,18,0.9436044923667241,66,9,69,0,28,smooth
8,8,19,1.0,69,9,69,0,28,smooth
9,9,20,0.9035846267706472,63,9,69,0,28,smooth
10,10,19,1.0,69,9,69,0,28,smooth
