,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,21,0.11772205384311518,7,38,68,0,4,smooth
1,1,22,0.22481987265700515,16,38,68,0,4,smooth
2,2,23,0.4696954068905368,32,38,68,0,4,smooth
3,3,24,0.6413145202224522,44,38,68,0,4,smooth
4,4,25,0.6654568885510724,45,38,68,0,4,smooth
5,5,26,0.6218182510791745,43,38,68,0,4,smooth
6,6,27,0.5946350555864091,40,38,68,0,4,smooth
7,7,28,0.6322499369397759,43,38,68,0,4,smooth
8,8,29,0.7414970714596991,50,38,68,0,4,smooth
9,9,30,0.9040804530102678,62,38,68,0,4,smooth
10,10,29,0.7414970714596991,50,38,68,0,4,smooth
