,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,28,0.873062679733712,66,23,77,0.2,7,rough
1,1,27,0.7007990645578092,52,23,77,0.2,7,rough
2,2,29,0.949224105566015,72,23,77,0.2,7,rough
3,3,30,0.6956060660953196,52,23,77,0.2,7,rough
4,4,29,0.949224105566015,73,23,77,0.2,7,rough
5,5,28,0.873062679733712,66,23,77,0.2,7,rough
6,6,29,0.949224105566015,72,23,77,0.2,7,rough
7,7,28,0.873062679733712,68,23,77,0.2,7,rough
8,8,29,0.949224105566015,74,23,77,0.2,7,rough
9,9,28,0.873062679733712,67,23,77,0.2,7,rough
10,10,29,0.949224105566015,71,23,77,0.2,7,rough
