,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,17,0.4641494230901681,31,17,69,0.8,42,smooth
1,1,18,0.23954692694090374,16,17,69,0.8,42,smooth
2,2,16,0.5682448741063837,40,17,69,0.8,42,smooth
3,3,15,0.48391786123825625,34,17,69,0.8,42,smooth
4,4,14,0.3558998516772202,24,17,69,0.8,42,smooth
5,5,19,0.055662650971580796,2,17,69,0.8,42,smooth
6,6,20,0.03677734720780817,3,17,69,0.8,42,smooth
7,7,13,0.369881222689252,24,17,69,0.8,42,smooth
8,8,12,0.49005121406469443,31,17,69,0.8,42,smooth
9,9,11,0.5258467914591911,38,17,69,0.8,42,smooth
10,10,10,0.37996051570953454,27,17,69,0.8,42,smooth
