,trials,x,zs,z_scaled,kernel,globalmax,t,id,environment
0,0,16,0.6130761390307791,46,5,76,0.4,67,rough
1,1,17,0.4936618876172163,36,5,76,0.4,67,rough
2,2,18,0.6004815159739864,45,5,76,0.4,67,rough
3,3,19,0.5835655224147718,44,5,76,0.4,67,rough
4,4,20,0.7669492119463357,58,5,76,0.4,67,rough
5,5,19,0.5835655224147718,45,5,76,0.4,67,rough
6,6,18,0.6004815159739864,46,5,76,0.4,67,rough
7,7,17,0.4936618876172163,36,5,76,0.4,67,rough
8,8,16,0.6130761390307791,48,5,76,0.4,67,rough
9,9,20,0.7669492119463357,58,5,76,0.4,67,rough
10,10,19,0.5835655224147718,44,5,76,0.4,67,rough
